id,project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
SCN00284-1,"Shanxi Jinnan Iron and Steel Group Co., Ltd. BF and BOF expansion",山西晋南钢铁集团有限公司（二期曲沃基地）,Shanxi Jinnan Iron & Steel Group Co Ltd [100%],"Shanxi Jinnan Iron and Steel Group Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,1600,1580,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanxi_Jinnan_Iron_and_Steel_Group_Co.,_Ltd._plant",35.678541,111.51465
SCN00284-2,"Shanxi Jinnan Iron and Steel Group Co., Ltd. BF and BOF expansion",山西晋南钢铁集团有限公司（二期冀城基地）,Shanxi Jinnan Iron & Steel Group Co Ltd [100%],"Shanxi Jinnan Iron and Steel Group Co., Ltd.",N/A,Shanxi,China,Asia Pacific,announced,1600,1580,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanxi_Jinnan_Iron_and_Steel_Group_Co.,_Ltd._plant",35.731623,111.698106
SCN00216,"Shanxi Liheng Steel Co., Ltd.",山西立恒钢铁集团股份有限公司,"Shanghai Kunhong Investment Holdings Co., Ltd. [45%]; Houma Economic Development Zone Pingfu Trading Co., Ltd. [10.4%]; Other [44.6%]","Shanxi Liheng Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,retired,7000,6000,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanxi_Liheng_Steel_Co.,_Ltd._plant",35.701541,111.42671
SCN00272,"Shanxi Meijin Iron and Steel Co., Ltd.",山西美锦钢铁有限公司,"China New Energy Group, Ltd. [81.3%]; Meijin Energy Group Co., Ltd. [18.7%]","Shanxi Meijin Iron and Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,1700,2200,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanxi_Meijin_Iron_and_Steel_Co.,_Ltd._plant",37.571354,112.229791
SCN00272-1,"Shanxi Meijin Iron and Steel Co., Ltd. BF and BOF expansion",山西美锦钢铁有限公司,"China New Energy Group, Ltd. [81.3%]; Meijin Energy Group Co., Ltd. [18.7%]","Shanxi Meijin Iron and Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,announced,3090,3518,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanxi_Meijin_Iron_and_Steel_Co.,_Ltd._plant",38.7393,112.689086
SCN00212,"Shanxi Taigang Stainless Steel Co., Ltd.",山西太钢不锈钢股份有限公司,"China Baowu Iron and Steel Group Co., Ltd. [32.1%]; Shanxi State-Owned Capital Investment and Operation Co., Ltd. [27.7%]; Other [40.2%]","Shanxi Taigang Stainless Steel Co., Ltd.",partial,Shanxi,China,Asia Pacific,operating,12940,8480,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Shanxi_Taigang_Stainless_Steel_Co.,_Ltd.",37.931488,112.539321
SCN00212-1,"Shanxi Taigang Stainless Steel Co., Ltd. EAF expansion",山西太钢不锈钢股份有限公司,"China Baowu Iron and Steel Group Co., Ltd. [32.1%]; Shanxi State-Owned Capital Investment and Operation Co., Ltd. [27.7%]; Other [40.2%]","Shanxi Taigang Stainless Steel Co., Ltd.",partial,Shanxi,China,Asia Pacific,announced,700,N/A,electric,EAF,"https://www.gem.wiki/Shanxi_Taigang_Stainless_Steel_Co.,_Ltd.",37.931488,112.539321
SCN00218,"Shanxi Tongcai Industry and Trade Co., Ltd.",山西通才工贸有限公司,"Shanxi Jianbang Group Co., Ltd. [51.4%]; Other [48.6%]","Shanxi Tongcai Industry and Trade Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,N/A,3000,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Shanxi_Tongcai_Industry_and_Trade_Co.,_Ltd._steel_plant",35.694321,111.429381
SCN00218-1,"Shanxi Tongcai Industry and Trade Co., Ltd. BOF expansion",山西通才工贸有限公司,"Shanxi Jianbang Group Co., Ltd. [51.4%]; Other [48.6%]","Shanxi Tongcai Industry and Trade Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,2300,N/A,oxygen,BOF,"https://www.gem.wiki/Shanxi_Tongcai_Industry_and_Trade_Co.,_Ltd._steel_plant",35.694321,111.429381
SCN00218-2,"Shanxi Tongcai Industry and Trade Co., Ltd. EAF expansion",山西通才工贸有限公司,"Shanxi Jianbang Group Co., Ltd. [51.4%]; Other [48.6%]","Shanxi Tongcai Industry and Trade Co., Ltd.",N/A,Shanxi,China,Asia Pacific,construction,480,N/A,electric,EAF,"https://www.gem.wiki/Shanxi_Tongcai_Industry_and_Trade_Co.,_Ltd._steel_plant",35.694321,111.429381
SCN00228,"Shanxi Tongde Xinghua Special Steel Co., Ltd.",山西同德兴华特钢有限公司,"Jinneng Holding Group Co., Ltd. [32.6%]; Datong Qijun Trading Co., Ltd. [26%]; Tianjin Bohai Runde Steel Group Co., Ltd. [25%]; Other [16.4%]","Shanxi Tongde Xinghua Special Steel Co., Ltd.",partial,Shanxi,China,Asia Pacific,operating,2500,2000,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanxi_Tongde_Xinghua_Special_Steel_Co.,_Ltd._plant",40.183517,113.305462
SCN00215,"Shanxi Xintai Iron and Steel Co., Ltd.",山西新泰钢铁有限公司,"Shanxi Antai Holding Group Co., Ltd. [100%]","Shanxi Xintai Iron and Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,3000,1005.62,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanxi_Xintai_Iron_and_Steel_Co.,_Ltd._plant",37.075017,111.985148
SCN00215-1,"Shanxi Xintai Iron and Steel Co., Ltd. BF expansion",山西新泰钢铁有限公司,"Shanxi Antai Holding Group Co., Ltd. [100%]","Shanxi Xintai Iron and Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,announced,N/A,1585,ironmaking_BF,BF,"https://www.gem.wiki/Shanxi_Xintai_Iron_and_Steel_Co.,_Ltd._plant",37.075017,111.985148
SCN00225,"Shanxi Zhongsheng Iron and Steel Co., Ltd.",山西中升钢铁有限公司,"Henan Yaxin Iron and Steel Group Co., Ltd. [51%]; Other [49%]","Shanxi Zhongsheng Iron and Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,1700,1200,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanxi_Zhongsheng_Iron_and_Steel_Co.,_Ltd._plant",35.727776,111.330122
SCN00225-1,"Shanxi Zhongsheng Iron and Steel Co., Ltd. BOF expansion",山西中升钢铁有限公司,"Henan Yaxin Iron and Steel Group Co., Ltd. [51%]; Other [49%]","Shanxi Zhongsheng Iron and Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,announced,1650,N/A,oxygen,BOF,"https://www.gem.wiki/Shanxi_Zhongsheng_Iron_and_Steel_Co.,_Ltd._plant",35.727776,111.330122
SCN00213,"Shanxi Zhongyang Iron and Steel Co., Ltd.",山西中阳钢铁有限公司,"Shanxi Zhongyang Iron and Steel Co., Ltd. [100%]","Shanxi Zhongyang Iron and Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,3600,3600,integrated_BF,"BF, BOF","https://www.gem.wiki/Shanxi_Zhongyang_Iron_and_Steel_Co.,_Ltd._plant",37.370796,111.161118
SCN00230,"Shougang Changzhi Iron and Steel Co., Ltd.",首钢长治钢铁有限公司,"Shougang Group Co Ltd [90%]; Changzhi State-owned Industry Asset Operation Co., Ltd. [10%]","Shougang Changzhi Iron and Steel Co., Ltd.",full,Shanxi,China,Asia Pacific,operating,3600,2080,integrated_BF,"BF, BOF","https://www.gem.wiki/Shougang_Changzhi_Iron_and_Steel_Co.,_Ltd._plant",36.356404,113.060809
SCN00214,"Wenshui Haiwei Steel Co., Ltd.",文水海威钢铁有限公司（吕梁建龙实业有限公司）,"Wenshui Haiwei Iron and Steel Co., Ltd [100%]","Wenshui Haiwei Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,mothballed,3300,4835,integrated_BF,"BF, BOF","https://www.gem.wiki/Wenshui_Haiwei_Steel_Co.,_Ltd._plant",37.469884,112.060567
SCN00217,"Xiangfen County Xingyuan Steel Group Co., Ltd.",襄汾县星原钢铁集团有限公司,"Xiangfen County Xingyuan Steel Group Co., Ltd. [100%]","Xiangfen County Xingyuan Steel Group Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,2000,1850,integrated_BF,"BF, BOF","https://www.gem.wiki/Xiangfen_County_Xingyuan_Steel_Group_Co.,_Ltd._plant",35.880324,111.387956
SCN00226,"Xiangfen County Xinjinshan Special Steel Co., Ltd.",襄汾县新金山特钢有限公司,"Fujian Huaya Group Co., Ltd. [64.1%]; Other [35.9%]","Xiangfen County Xinjinshan Special Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,2200,1450,integrated_BF,"BF, BOF","https://www.gem.wiki/Xiangfen_County_Xinjinshan_Special_Steel_Co.,_Ltd._plant",35.934831,111.49707
SCN00226-1,"Xiangfen County Xinjinshan Special Steel Co., Ltd. BF expansion",襄汾县新金山特钢有限公司,"Fujian Huaya Group Co., Ltd. [64.1%]; Other [35.9%]","Xiangfen County Xinjinshan Special Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,announced,N/A,1220,ironmaking_BF,BF,"https://www.gem.wiki/Xiangfen_County_Xinjinshan_Special_Steel_Co.,_Ltd._plant",35.934831,111.49707
SCN00297,"Chengdu Changfeng Iron and Steel Group Co., Ltd.",成都市长峰钢铁集团有限公司,"Chengdu Changfeng Iron and Steel Group Co., Ltd. [100%]","Chengdu Changfeng Iron and Steel Group Co., Ltd.",N/A,Sichuan,China,Asia Pacific,operating,800,N/A,electric,EAF,"https://www.gem.wiki/Chengdu_Changfeng_Iron_and_Steel_Group_Co.,_Ltd._plant",31.031921,103.672956
SCN00297-1,"Chengdu Changfeng Iron and Steel Group Co., Ltd. EAF expansion",成都市长峰钢铁集团有限公司,"Chengdu Changfeng Iron and Steel Group Co., Ltd. [100%]","Chengdu Changfeng Iron and Steel Group Co., Ltd.",N/A,Sichuan,China,Asia Pacific,operating,500,N/A,electric,EAF,"https://www.gem.wiki/Chengdu_Changfeng_Iron_and_Steel_Group_Co.,_Ltd._plant",31.031921,103.672956
SCN00297-2,"Chengdu Changfeng Iron and Steel Group Co., Ltd. EAF expansion",成都市长峰钢铁集团有限公司,"Chengdu Changfeng Iron and Steel Group Co., Ltd. [100%]","Chengdu Changfeng Iron and Steel Group Co., Ltd.",N/A,Sichuan,China,Asia Pacific,construction,1000,N/A,electric,EAF,"https://www.gem.wiki/Chengdu_Changfeng_Iron_and_Steel_Group_Co.,_Ltd._plant",31.031921,103.672956
SCN00235,"Chengyu Vanadium & Titanium Technology Co., Ltd.",成渝钒钛科技有限公司,"Prime Empire, Ltd. [45.2%]; Sichuan Chuanwei Group Co., Ltd. [37%]; Trade Union of Sichuan Chuanwei Group Co., Ltd. [14.5%]; Other [3.3%]","Chengyu Vanadium & Titanium Technology Co., Ltd.",N/A,Sichuan,China,Asia Pacific,operating,6000,5000,integrated_BF,"BF, BOF","https://www.gem.wiki/Chengyu_Vanadium_%26_Titanium_Technology_Co.,_Ltd._steel_plant",29.732143,104.504339
SCN00302,"Hangda Steel Co., Ltd.",四川德润钢铁集团航达钢铁有限责任公司,"Hangda Steel Co., Ltd. [99%]; Other [1%]","Hangda Steel Co., Ltd.",N/A,Sichuan,China,Asia Pacific,operating,1000,unknown,electric,EAF,"https://www.gem.wiki/Hangda_Steel_Co.,_Ltd._plant",31.435149,107.685981
SCN00303,"Luzhou Xinyang Vanadium Titanium Steel Co., Ltd.",泸州鑫阳钒钛钢铁有限公司,"Luzhou Chengkun Industry (Group) Co., Ltd. [70%]; Sichuan Luzhou Jiangyang Iron and Steel Co., Ltd. [30%]","Luzhou Xinyang Vanadium Titanium Steel Co., Ltd.",N/A,Sichuan,China,Asia Pacific,operating,2000,N/A,electric,EAF,"https://www.gem.wiki/Luzhou_Xinyang_Vanadium_Titanium_Steel_Co.,_Ltd._plant",28.851779,105.70509
SCN00234,"Pangang Group Jiangyou Changcheng Special Steel Co., Ltd.",攀钢集团江油长城特殊钢有限公司,Ansteel Group Corp Ltd [100%],"Pangang Group Jiangyou Changcheng Special Steel Co., Ltd.",full,Sichuan,China,Asia Pacific,operating,670,N/A,electric,EAF,"https://www.gem.wiki/Pangang_Group_Jiangyou_Changcheng_Special_Steel_Co.,_Ltd._plant",31.763517,104.761441
SCN00232,"Pangang Group Panzhihua Steel Vanadium Co., Ltd.",攀钢集团攀枝花钢钒有限公司,Ansteel Group Corp Ltd [100%],"Pangang Group Panzhihua Steel Vanadium Co., Ltd.",partial,Sichuan,China,Asia Pacific,operating,5900,6000,integrated_BF,"BF, BOF","https://www.gem.wiki/Panzhihua_Steel_Group_Panzhihua_Steel_Vanadium_Co.,_Ltd._plant",26.565265,101.673737
SCN00233,"Pangang Group Xichang Steel and Vanadium Co., Ltd.",攀钢集团西昌钢钒有限公司,Ansteel Group Corp Ltd [100%],"Pangang Group Xichang Steel and Vanadium Co., Ltd.",full,Sichuan,China,Asia Pacific,operating,3900,4290,integrated_BF,"BF, BOF","https://www.gem.wiki/Pangang_Group_Xichang_Steel_and_Vanadium_Co.,_Ltd._plant",27.74799,102.20517
SCN00345,"Sichuan Dazhou Iron & Steel Group Co., Ltd.",四川省达州钢铁集团有限责任公司,"Beijing Fangda International Industrial Investment Co., Ltd. [69.9%]; China Cinda Asset Management Co., Ltd. [6.1%]; Other [24.1%]","Sichuan Dazhou Iron & Steel Group Co., Ltd.",partial,Sichuan,China,Asia Pacific,operating,2700,2639,integrated_BF,"BF, BOF","https://www.gem.wiki/Sichuan_Dazhou_Iron_%26_Steel_Group_Co.,_Ltd._plant",31.18945,107.453099
SCN00345-1,"Sichuan Dazhou Iron & Steel Group Co., Ltd. BF and BOF expansion",四川省达州钢铁集团有限责任公司,"Beijing Fangda International Industrial Investment Co., Ltd. [69.9%]; China Cinda Asset Management Co., Ltd. [6.1%]; Other [24.1%]","Sichuan Dazhou Iron & Steel Group Co., Ltd.",partial,Sichuan,China,Asia Pacific,construction,2300,2428,integrated_BF,"BF, BOF","https://www.gem.wiki/Sichuan_Dazhou_Iron_%26_Steel_Group_Co.,_Ltd._plant",31.023263,107.698875
SCN00343,"Sichuan Gangchen Stainless Steel Co., Ltd.",四川罡宸不锈钢有限责任公司,"Fujian Xinsheng Investment Co., Ltd. [85%]; Pingtan Longxin Investment Co., Ltd. [15%]","Sichuan Gangchen Stainless Steel Co., Ltd.",N/A,Sichuan,China,Asia Pacific,operating,600,N/A,electric,EAF,"https://www.gem.wiki/Sichuan_Gangchen_Stainless_Steel_Co.,_Ltd._plant",29.501044,103.607365
SCN00397,"Sichuan Shehong Chuanzhong Construction Materials Co., Ltd.",四川省射洪川中建材有限公司,"Sichuan Derun Iron and Steel Group Co., Ltd. [2.3902%]; Other [97.61%]","Sichuan Shehong Chuanzhong Construction Materials Co., Ltd.",N/A,Sichuan,China,Asia Pacific,operating,550,N/A,electric,EAF,,30.830726,105.367695
SCN00288,"Sichuan Shengquan Iron and Steel Group Co., Ltd.",四川盛泉钢铁集团有限公司,"Sichuan Shengquan Iron and Steel Group Co., Ltd. [100%]","Sichuan Shengquan Iron and Steel Group Co., Ltd.",N/A,Sichuan,China,Asia Pacific,operating,1500,unknown,electric,EAF,"https://www.gem.wiki/Sichuan_Shengquan_Iron_and_Steel_Group_Co.,_Ltd._plant",31.255961,104.190612
SCN00398,"Sichuan Ya'an Anshan Iron and Steel Co., Ltd.",四川雅安安山钢铁有限公司,"Sichuan Ya'an Anshan Iron and Steel Co., Ltd. [100%]","Sichuan Ya'an Anshan Iron and Steel Co., Ltd.",N/A,Sichuan,China,Asia Pacific,operating,830,N/A,electric,EAF,,30.059133,102.625907
SCN00244,"Chongli Steel Manufacturing Co., Ltd.",崇利制钢有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],"Chongli Steel Manufacturing Co., Ltd.",partial,Tianjin,China,Asia Pacific,retired,1000,500,integrated_BF,"BF, BOF","https://www.gem.wiki/Chongli_Steel_Manufacturing_Co.,_Ltd._plant",36.602468,113.755744
SCN00238,"Tianjin Iron & Steel Group Co., Ltd.",天津钢铁集团有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],"Tianjin Iron & Steel Group Co., Ltd.",N/A,Tianjin,China,Asia Pacific,operating,6650,5500,integrated_BF,"BF, BOF","https://www.gem.wiki/Tianjin_Iron_%26_Steel_Group_Co.,_Ltd._plant",39.031083,117.499246
SCN00237,Tianjin Iron Plant,天津铁厂有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],Tianjin Iron Plant,N/A,Tianjin,China,Asia Pacific,operating,5400,6230,integrated_BF,"BF, BOF","https://www.gem.wiki/Tianjin_Iron_Works_Co.,_Ltd._plant",36.58967,113.745792
SCN00237-2,Tianjin Iron Plant BF expansion,天津铁厂有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],Tianjin Iron Plant,N/A,Tianjin,China,Asia Pacific,construction,N/A,1520,ironmaking_BF,BF,"https://www.gem.wiki/Tianjin_Iron_Works_Co.,_Ltd._plant",36.58967,113.745792
SCN00237-3,Tianjin Iron Plant BF expansion,天津铁厂有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],Tianjin Iron Plant,N/A,Tianjin,China,Asia Pacific,announced,N/A,1520,ironmaking_BF,BF,"https://www.gem.wiki/Tianjin_Iron_Works_Co.,_Ltd._plant",36.58967,113.745792
SCN00237-1,Tianjin Iron Plant BOF expansion,天津铁厂有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],Tianjin Iron Plant,N/A,Tianjin,China,Asia Pacific,announced,1250,N/A,oxygen,BOF,"https://www.gem.wiki/Tianjin_Iron_Works_Co.,_Ltd._plant",36.58967,113.745792
SCN00245,"Tianjin Metallurgy Group Zhasan Steel Co., Ltd.",天津冶金集团轧三钢铁有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],"Tianjin Metallurgy Group Zhasan Steel Co., Ltd.",N/A,Tianjin,China,Asia Pacific,retired,3000,1950.08,integrated_BF,"BF, BOF","https://www.gem.wiki/Tianjin_Metallurgy_Group_Zhasan_Steel_Co.,_Ltd._plant",38.825269,117.08849
SCN00241,"Tianjin New Tiangang United Special Steel Co., Ltd.",天津市新天钢联合特钢有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],"Tianjin New Tiangang United Special Steel Co., Ltd.",partial,Tianjin,China,Asia Pacific,operating,4500,3320,integrated_BF,"BF, BOF","https://www.gem.wiki/Tianjin_New_Tiangang_United_Special_Steel_Co.,_Ltd._plant",39.300258,117.800231
SCN00241-2,"Tianjin New Tiangang United Special Steel Co., Ltd. BF closed",天津市新天钢联合特钢有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],"Tianjin New Tiangang United Special Steel Co., Ltd.",partial,Tianjin,China,Asia Pacific,retired,N/A,1180,ironmaking_BF,BF,"https://www.gem.wiki/Tianjin_New_Tiangang_United_Special_Steel_Co.,_Ltd._plant",39.300258,117.800231
SCN00241-1,"Tianjin New Tiangang United Special Steel Co., Ltd. BF expansion",天津市新天钢联合特钢有限公司,British-Asia Pan Ruogen International Limited [59.2%]; Other [40.8%],"Tianjin New Tiangang United Special Steel Co., Ltd.",partial,Tianjin,China,Asia Pacific,operating,N/A,1150,ironmaking_BF,BF,"https://www.gem.wiki/Tianjin_New_Tiangang_United_Special_Steel_Co.,_Ltd._plant",39.300258,117.800231
SCN00239,Tianjin Pipe Corporation,天津钢管制造有限公司,"Tianjin Jinrong Asset Management Co., Ltd. [49%]; Shanghai Electric Corp. [30.6%]; Citic Pacific Special Steel Group Co., Ltd [20.4%]",Tianjin Pipe Corporation,partial,Tianjin,China,Asia Pacific,operating,3000,1000,integrated_BF,"BF, EAF",https://www.gem.wiki/Tianjin_Pipe_Corporation,39.034002,117.486798
SCN00240,"Tianjin Rockcheck Steel Group Co., Ltd.",天津荣程联合钢铁集团有限公司,"Tianjin Rongcheng Xiangtai Investment Holdings Co., Ltd. [77.9%]; Other [22.2%]","Tianjin Rockcheck Steel Group Co., Ltd.",N/A,Tianjin,China,Asia Pacific,operating,5000,5000,integrated_BF,"BF, BOF","https://www.gem.wiki/Tianjin_Rockcheck_Steel_Group_Co.,_Ltd._plant",38.970638,117.495794
SCN00240-1,"Tianjin Rockcheck Steel Group Co., Ltd. EAF expansion",天津荣程联合钢铁集团有限公司,"Tianjin Rongcheng Xiangtai Investment Holdings Co., Ltd. [77.9%]; Other [22.2%]","Tianjin Rockcheck Steel Group Co., Ltd.",N/A,Tianjin,China,Asia Pacific,announced,1250,N/A,electric,EAF,"https://www.gem.wiki/Tianjin_Rockcheck_Steel_Group_Co.,_Ltd._plant",38.970638,117.495794
SCN00243,"Tianjin Tianfeng Steel Co., Ltd.",天津天丰钢铁股份有限公司,"Tianjian Youfa Win-Win Investment Co., Ltd. [66.7%]; Other [33.3%]","Tianjin Tianfeng Steel Co., Ltd.",N/A,Tianjin,China,Asia Pacific,retired,1800,1400,integrated_BF,"BF, BOF","https://www.gem.wiki/Tianjin_Tianfeng_Steel_Co.,_Ltd._plant",38.832642,117.102765
SCN00247,"Tianjin Tianzhong Giant Heavy Industry Co., Ltd.",天津市天重江天重工有限公司,"Tianjin Jiangtian Industrial Development Co., Ltd. [61%]; Tianjin Xinhao Investment Development Co., Ltd. [39%]","Tianjin Tianzhong Giant Heavy Industry Co., Ltd.",partial,Tianjin,China,Asia Pacific,retired,1350,870,integrated_BF,"BF, BOF","https://www.gem.wiki/Tianjin_Tianzhong_Giant_Heavy_Industry_Co.,_Ltd._steel_plant",39.501442,118.719554
SCN00248,"Baosteel Group Xinjiang Bayi Iron & Steel Co., Ltd.",宝钢集团新疆八—钢铁有限公司,"China Baowu Iron and Steel Group Co., Ltd. [58.7%]; Xinjiang Investment and Development (Group) Co., Ltd. [10.4%]; Other [30.9%]","Baosteel Group Xinjiang Bayi Iron & Steel Co., Ltd.",full,Xinjiang,China,Asia Pacific,operating,7300,7000,integrated_BF,"BF, BOF, EAF","https://www.gem.wiki/Baosteel_Group_Xinjiang_Bayi_Iron_%26_Steel_Co.,_Ltd._plant",43.852147,87.304639
SCN00254,"Xinjiang Da'an Special Steel Co., Ltd.",新疆大安特种钢有限公司,"Hami Da'an Investment Co., Ltd. [98.3%]; Other [1.7%]","Xinjiang Da'an Special Steel Co., Ltd.",partial,Xinjiang,China,Asia Pacific,operating,1000,803.32,integrated_BF,"BF, BOF","https://www.gem.wiki/Xinjiang_Da%27an_Special_Steel_Co.,_Ltd._plant",42.700465,93.542466
SCN00249,"Xinjiang Kingtec Steel Co., Ltd.",新疆和钢钢铁股份有限公司,"Xinxing Ductile Iron Pipes Co Ltd [38%]; Shanghai Kunyi Investment Management Co., Ltd. [21.9%]; Fuzhou Zhuosheng Investment & Trade Co., Ltd. [10.3%]; Foshan Kingtec Building Material Industry Co., Ltd. [9.2%]; Other [20.6%]","Xinjiang Kingtec Steel Co., Ltd.",partial,Xinjiang,China,Asia Pacific,retired,2000,1137.272,integrated_BF,"BF, BOF","https://www.gem.wiki/Xinjiang_Kingtec_Steel_Co.,_Ltd._plant",42.674192,86.280156
SCN00251,"Xinjiang Kunyu Iron and Steel Co., Ltd.",新疆昆玉钢铁有限公司,Hong Kong Wing Tai Holdings Limited [23.2%]; Other [76.8%],"Xinjiang Kunyu Iron and Steel Co., Ltd.",N/A,Xinjiang,China,Asia Pacific,operating,850,1000,integrated_BF,"BF, BOF","https://www.gem.wiki/Xinjiang_Kunyu_Iron_and_Steel_Co.,_Ltd._plant",44.404189,84.966753
SCN00379,"Xinjiang Minxin Iron and Steel (Group) Minhang Special Steel Co., Ltd.",新疆闽新钢铁（集团）闽航特钢有限责任公司,"Xinjiang MINXIN Steel (GROUP) Co., Ltd. [100%]","Xinjiang Minxin Iron and Steel (Group) Minhang Special Steel Co., Ltd.",N/A,Xinjiang,China,Asia Pacific,operating,1110,N/A,electric,EAF,"https://www.gem.wiki/Xinjiang_Minxin_Iron_and_Steel_(Group)_Minhang_Special_Steel_Co.,_Ltd._plant",44.080866,88.417209
SCN00250,"Xinjiang Tianshan Iron and Steel Bazhou Co., Ltd.",新疆天山钢铁巴州有限公司,"China Baowu Iron and Steel Group Co., Ltd. [79.4%]; Other [20.7%]","Xinjiang Tianshan Iron and Steel Bazhou Co., Ltd.",full,Xinjiang,China,Asia Pacific,operating,2000,1200,integrated_BF,"BF, BOF","https://www.gem.wiki/Xinjiang_Tianshan_Iron_and_Steel_Bazhou_Co.,_Ltd._plant",42.333321,86.302481
SCN00253,"Xinjiang Xin'an Special Steel Co., Ltd.",新疆新安特钢有限公司,"Xinjiang Xin'an Special Steel Co., Ltd. [100%]","Xinjiang Xin'an Special Steel Co., Ltd.",N/A,Xinjiang,China,Asia Pacific,operating,1500,N/A,electric,EAF,"https://www.gem.wiki/Xinjiang_Xin%27an_Special_Steel_Co.,_Ltd._plant",44.290299,86.595826
SCN00253-1,"Xinjiang Xin'an Special Steel Co., Ltd. EAF expansion",新疆新安特钢有限公司,"Xinjiang Xin'an Special Steel Co., Ltd. [100%]","Xinjiang Xin'an Special Steel Co., Ltd.",N/A,Xinjiang,China,Asia Pacific,announced,900,N/A,electric,EAF,"https://www.gem.wiki/Xinjiang_Xin%27an_Special_Steel_Co.,_Ltd._plant",44.290299,86.595826
SCN00252,"Xinjiang Yili Iron and Steel Co., Ltd.",新疆伊犁钢铁有限公司,"China Baowu Iron and Steel Group Co., Ltd. [97.1%]; Other [2.9%]","Xinjiang Yili Iron and Steel Co., Ltd.",partial,Xinjiang,China,Asia Pacific,operating,1000,1000,integrated_BF,"BF, BOF","https://www.gem.wiki/Xinjiang_Yili_Iron_and_Steel_Co.,_Ltd._plant",43.526808,83.294323
SCN00255,"WISCO Group Kunming Steel Co., Ltd. Anning Branch",武钢集团昆明钢铁股份有限公司安宁分公司,"China Baowu Iron and Steel Group Co., Ltd. [48.4%]; Kunming Iron & Steel Holding Co Ltd [47.4%]; Other [4.2%]","WISCO Group Kunming Steel Co., Ltd.",full,Yunnan,China,Asia Pacific,retired,2550,1700,integrated_BF,"BF, BOF","https://www.gem.wiki/WISCO_Group_Kunming_Steel_Co.,_Ltd._Anning_Branch_plant",24.909695,102.48347
SCN00256,"WISCO Group Kunming Steel Co., Ltd. Honghe Iron and Steel Company",红河钢铁有限公司,"China Baowu Iron and Steel Group Co., Ltd. [48.4%]; Kunming Iron & Steel Holding Co Ltd [47.4%]; Other [4.2%]","Honghe Iron and Steel Co., Ltd.",full,Yunnan,China,Asia Pacific,operating,1150,960,integrated_BF,"BF, BOF","https://www.gem.wiki/WISCO_Group_Kunming_Steel_Co.,_Ltd._Honghe_Iron_and_Steel_Company_plant",23.470733,103.272784
SCN00258,"WISCO Group Kunming Steel Co., Ltd. New District Branch",武钢集团昆明钢铁股份有限公司新区分公司,"China Baowu Iron and Steel Group Co., Ltd. [48.4%]; Kunming Iron & Steel Holding Co Ltd [47.4%]; Other [4.2%]","WISCO Group Kunming Steel Co., Ltd.",full,Yunnan,China,Asia Pacific,operating,2800,2130,integrated_BF,"BF, BOF","https://www.gem.wiki/WISCO_Group_Kunming_Steel_Co.,_Ltd._New_District_Branch_plant",24.953261,102.378082
